Domain, Country,Element,Item,Year,Unit,Value
Crops, Karnataka,Yield,Oats,1985,hg/ha,39036
Crops, Karnataka,Yield,Oats,1986,hg/ha,36447
Crops, Karnataka,Yield,Oats,1987,hg/ha,37546
Crops, Karnataka,Yield,Oats,1988,hg/ha,35729
Crops, Karnataka,Yield,Oats,1989,hg/ha,32413
Crops, Karnataka,Yield,Oats,1990,hg/ha,45415
Crops, Karnataka,Yield,Oats,1991,hg/ha,38817
Crops, Karnataka,Yield,Oats,1992,hg/ha,30130
Crops, Karnataka,Yield,Potatoes,1961,hg/ha,103961
Crops, Karnataka,Yield,Potatoes,1962,hg/ha,98901
Crops, Karnataka,Yield,Potatoes,1963,hg/ha,129640
Crops, Karnataka,Yield,Potatoes,1964,hg/ha,155957
Crops, Karnataka,Yield,Potatoes,1965,hg/ha,164494
Crops, Karnataka,Yield,Potatoes,1966,hg/ha,133984
Crops, Karnataka,Yield,Potatoes,1967,hg/ha,148325
Crops, Karnataka,Yield,Potatoes,1968,hg/ha,175551
Crops, Karnataka,Yield,Potatoes,1969,hg/ha,159231
Crops, Karnataka,Yield,Potatoes,1970,hg/ha,142137
Crops, Karnataka,Yield,Potatoes,1971,hg/ha,139427
Crops, Karnataka,Yield,Potatoes,1972,hg/ha,158120
Crops, Karnataka,Yield,Potatoes,1973,hg/ha,167549
Crops, Karnataka,Yield,Potatoes,1974,hg/ha,163157
Crops, Karnataka,Yield,Potatoes,1975,hg/ha,142411
Crops, Karnataka,Yield,Potatoes,1976,hg/ha,175520
Crops, Karnataka,Yield,Potatoes,1977,hg/ha,160399
Crops, Karnataka,Yield,Potatoes,1978,hg/ha,181932
Crops, Karnataka,Yield,Potatoes,1979,hg/ha,175077
Crops, Karnataka,Yield,Potatoes,1980,hg/ha,138044
Crops, Karnataka,Yield,Potatoes,1981,hg/ha,188768
Crops, Karnataka,Yield,Potatoes,1982,hg/ha,181832
Crops, Karnataka,Yield,Potatoes,1983,hg/ha,165741
Crops, Karnataka,Yield,Potatoes,1984,hg/ha,206559
Crops, Karnataka,Yield,Potatoes,1985,hg/ha,185512
Crops, Karnataka,Yield,Potatoes,1986,hg/ha,193875
Crops, Karnataka,Yield,Potatoes,1987,hg/ha,171866
Crops, Karnataka,Yield,Potatoes,1988,hg/ha,206433
Crops, Karnataka,Yield,Potatoes,1989,hg/ha,186043
Crops, Karnataka,Yield,Potatoes,1990,hg/ha,154069
Crops, Karnataka,Yield,Potatoes,1991,hg/ha,161548
Crops, Karnataka,Yield,Potatoes,1992,hg/ha,162373
Crops, Karnataka,Yield,Rye,1961,hg/ha,21471
Crops, Karnataka,Yield,Rye,1962,hg/ha,20790
Crops, Karnataka,Yield,Rye,1963,hg/ha,20630
Crops, Karnataka,Yield,Rye,1964,hg/ha,21422
Crops, Karnataka,Yield,Rye,1965,hg/ha,20032
Crops, Karnataka,Yield,Rye,1966,hg/ha,20006
Crops, Karnataka,Yield,Rye,1967,hg/ha,21598
Crops, Karnataka,Yield,Rye,1968,hg/ha,22829
Crops, Karnataka,Yield,Rye,1969,hg/ha,24911
Crops, Karnataka,Yield,Rye,1970,hg/ha,20703
Crops, Karnataka,Yield,Rye,1971,hg/ha,26493
Crops, Karnataka,Yield,Rye,1972,hg/ha,27339
Crops, Karnataka,Yield,Rye,1973,hg/ha,30799
Crops, Karnataka,Yield,Rye,1974,hg/ha,30848
Crops, Karnataka,Yield,Rye,1975,hg/ha,27940
Crops, Karnataka,Yield,Rye,1976,hg/ha,30098
Crops, Karnataka,Yield,Rye,1977,hg/ha,30486
Crops, Karnataka,Yield,Rye,1978,hg/ha,34015
Crops, Karnataka,Yield,Rye,1979,hg/ha,29537
Crops, Karnataka,Yield,Rye,1980,hg/ha,32142
Crops, Karnataka,Yield,Rye,1981,hg/ha,31805
Crops, Karnataka,Yield,Rye,1982,hg/ha,33062
Crops, Karnataka,Yield,Rye,1983,hg/ha,37007
Crops, Karnataka,Yield,Rye,1984,hg/ha,37007
Crops, Karnataka,Yield,Rye,1985,hg/ha,34566
Crops, Karnataka,Yield,Rye,1986,hg/ha,35238
Crops, Karnataka,Yield,Rye,1987,hg/ha,34992
Crops, Karnataka,Yield,Rye,1988,hg/ha,37431
Crops, Karnataka,Yield,Rye,1989,hg/ha,40494
Crops, Karnataka,Yield,Rye,1990,hg/ha,43063
Crops, Karnataka,Yield,Rye,1991,hg/ha,37993
Crops, Karnataka,Yield,Rye,1992,hg/ha,35751
Crops, Karnataka,Yield,Wheat,1961,hg/ha,25997
Crops, Karnataka,Yield,Wheat,1962,hg/ha,24549
Crops, Karnataka,Yield,Wheat,1963,hg/ha,24634
Crops, Karnataka,Yield,Wheat,1964,hg/ha,22181
Crops, Karnataka,Yield,Wheat,1965,hg/ha,24211
Crops, Karnataka,Yield,Wheat,1966,hg/ha,25293
Crops, Karnataka,Yield,Wheat,1967,hg/ha,27130
Crops, Karnataka,Yield,Wheat,1968,hg/ha,31610
Crops, Karnataka,Yield,Wheat,1969,hg/ha,30984
Crops, Karnataka,Yield,Wheat,1970,hg/ha,29456
Crops, Karnataka,Yield,Wheat,1971,hg/ha,35263
Crops, Karnataka,Yield,Wheat,1972,hg/ha,33685
Crops, Karnataka,Yield,Wheat,1973,hg/ha,37769
Crops, Karnataka,Yield,Wheat,1974,hg/ha,39942
Crops, Karnataka,Yield,Wheat,1975,hg/ha,35735
Crops, Karnataka,Yield,Wheat,1976,hg/ha,37672
Crops, Karnataka,Yield,Wheat,1977,hg/ha,40706
Crops, Karnataka,Yield,Wheat,1978,hg/ha,44097
Crops, Karnataka,Yield,Wheat,1979,hg/ha,34228
Crops, Karnataka,Yield,Wheat,1980,hg/ha,45311
Crops, Karnataka,Yield,Wheat,1981,hg/ha,39918
Crops, Karnataka,Yield,Wheat,1982,hg/ha,43122
Crops, Karnataka,Yield,Wheat,1983,hg/ha,48926
Crops, Karnataka,Yield,Wheat,1984,hg/ha,51362
Crops, Karnataka,Yield,Wheat,1985,hg/ha,49816
Crops, Karnataka,Yield,Wheat,1986,hg/ha,44031
Crops, Karnataka,Yield,Wheat,1987,hg/ha,50784
Crops, Karnataka,Yield,Wheat,1988,hg/ha,52826
Crops, Karnataka,Yield,Wheat,1989,hg/ha,51315
Crops, Karnataka,Yield,Wheat,1990,hg/ha,54212
Crops, Karnataka,Yield,Wheat,1991,hg/ha,51526
Crops, Karnataka,Yield,Wheat,1992,hg/ha,45957
Crops, Karnataka,Yield,Barley,1961,hg/ha,20000
Crops, Karnataka,Yield,Barley,1962,hg/ha,20000
Crops, Karnataka,Yield,Barley,1963,hg/ha,17500
Crops, Karnataka,Yield,Barley,1964,hg/ha,20000
Crops, Karnataka,Yield,Barley,1965,hg/ha,18000
Crops, Karnataka,Yield,Barley,1966,hg/ha,16667
Crops, Karnataka,Yield,Barley,1967,hg/ha,13684
Crops, Karnataka,Yield,Barley,1968,hg/ha,12632
Crops, Karnataka,Yield,Barley,1969,hg/ha,12222
Crops, Karnataka,Yield,Barley,1970,hg/ha,13333
Crops, Karnataka,Yield,Barley,1971,hg/ha,14444
Crops, Karnataka,Yield,Barley,1972,hg/ha,12444
Crops, Karnataka,Yield,Barley,1973,hg/ha,16111
Crops, Karnataka,Yield,Barley,1974,hg/ha,17647
Crops, Karnataka,Yield,Barley,1975,hg/ha,16471
Crops, Karnataka,Yield,Barley,1976,hg/ha,17500
Crops, Karnataka,Yield,Barley,1977,hg/ha,17500
Crops, Karnataka,Yield,Barley,1978,hg/ha,20000
Crops, Karnataka,Yield,Barley,1979,hg/ha,22667
Crops, Karnataka,Yield,Barley,1980,hg/ha,21429
Crops, Karnataka,Yield,Barley,1981,hg/ha,20714
Crops, Karnataka,Yield,Barley,1982,hg/ha,23077
Crops, Karnataka,Yield,Barley,1983,hg/ha,21538
Crops, Karnataka,Yield,Barley,1984,hg/ha,25000
Crops, Karnataka,Yield,Barley,1985,hg/ha,25000
Crops, Karnataka,Yield,Barley,1986,hg/ha,25000
Crops, Karnataka,Yield,Barley,1987,hg/ha,25000
Crops, Karnataka,Yield,Barley,1988,hg/ha,25000
Crops, Karnataka,Yield,Barley,1989,hg/ha,25000
Crops, Karnataka,Yield,Barley,1990,hg/ha,25000
Crops, Karnataka,Yield,Barley,1991,hg/ha,24031
Crops, Karnataka,Yield,Barley,1992,hg/ha,23636
Crops, Karnataka,Yield,Barley,1993,hg/ha,24000
Crops, Karnataka,Yield,Barley,1994,hg/ha,24138
Crops, Karnataka,Yield,Barley,1995,hg/ha,24000
Crops, Karnataka,Yield,Barley,1996,hg/ha,22222
Crops, Karnataka,Yield,Barley,1997,hg/ha,20000
Crops, Karnataka,Yield,Barley,1998,hg/ha,18000
Crops, Karnataka,Yield,Barley,1999,hg/ha,13415
Crops, Karnataka,Yield,Barley,2000,hg/ha,8529
Crops, Karnataka,Yield,Barley,2001,hg/ha,19545
Crops, Karnataka,Yield,Barley,2002,hg/ha,17692
Crops, Karnataka,Yield,Barley,2003,hg/ha,20294
Crops, Karnataka,Yield,Barley,2004,hg/ha,20000
Crops, Karnataka,Yield,Barley,2005,hg/ha,24667
Crops, Karnataka,Yield,Barley,2006,hg/ha,24063
Crops, Karnataka,Yield,Barley,2007,hg/ha,24194
Crops, Karnataka,Yield,Barley,2008,hg/ha,24074
Crops, Karnataka,Yield,Barley,2009,hg/ha,21284
Crops, Karnataka,Yield,Barley,2010,hg/ha,26230
Crops, Karnataka,Yield,Barley,2011,hg/ha,20370
Crops, Karnataka,Yield,Barley,2012,hg/ha,14500
Crops, Karnataka,Yield,Barley,2013,hg/ha,15150
Crops, Karnataka,Yield,Barley,2014,hg/ha,15000
Crops, Karnataka,Yield,Barley,2015,hg/ha,15714
Crops, Karnataka,Yield,Barley,2016,hg/ha,12000
Crops, Karnataka,Yield,Barley,2017,hg/ha,14000
Crops, Karnataka,Yield,Barley,2018,hg/ha,13295
Crops, Karnataka,Yield,Barley,2019,hg/ha,10949
Crops, Karnataka,Yield,Garlic,1961,hg/ha,43750
Crops, Karnataka,Yield,Garlic,1962,hg/ha,46875
Crops, Karnataka,Yield,Garlic,1963,hg/ha,45455
Crops, Karnataka,Yield,Garlic,1964,hg/ha,45455
Crops, Karnataka,Yield,Garlic,1965,hg/ha,44118
Crops, Karnataka,Yield,Garlic,1966,hg/ha,44286
Crops, Karnataka,Yield,Garlic,1967,hg/ha,44444
Crops, Karnataka,Yield,Garlic,1968,hg/ha,45946
Crops, Karnataka,Yield,Garlic,1969,hg/ha,47368
Crops, Karnataka,Yield,Garlic,1970,hg/ha,48718
Crops, Karnataka,Yield,Garlic,1971,hg/ha,50000
Crops, Karnataka,Yield,Garlic,1972,hg/ha,51220
Crops, Karnataka,Yield,Garlic,1973,hg/ha,52381
Crops, Karnataka,Yield,Garlic,1974,hg/ha,53488
Crops, Karnataka,Yield,Garlic,1975,hg/ha,54545
Crops, Karnataka,Yield,Garlic,1976,hg/ha,55556
Crops, Karnataka,Yield,Garlic,1977,hg/ha,56522
Crops, Karnataka,Yield,Garlic,1978,hg/ha,57447
Crops, Karnataka,Yield,Garlic,1979,hg/ha,58333
Crops, Karnataka,Yield,Garlic,1980,hg/ha,60000
Crops, Karnataka,Yield,Garlic,1981,hg/ha,60000
Crops, Karnataka,Yield,Garlic,1982,hg/ha,58333
Crops, Karnataka,Yield,Garlic,1983,hg/ha,69355
Crops, Karnataka,Yield,Garlic,1984,hg/ha,76923
Crops, Karnataka,Yield,Garlic,1985,hg/ha,80882
Crops, Karnataka,Yield,Garlic,1986,hg/ha,85714
Crops, Karnataka,Yield,Garlic,1987,hg/ha,89041
Crops, Karnataka,Yield,Garlic,1988,hg/ha,93333
Crops, Karnataka,Yield,Garlic,1989,hg/ha,100000
Crops, Karnataka,Yield,Garlic,1990,hg/ha,95591
Crops, Karnataka,Yield,Garlic,1991,hg/ha,106811
Crops, Karnataka,Yield,Garlic,1992,hg/ha,106837
Crops, Karnataka,Yield,Garlic,1993,hg/ha,106830
Crops, Karnataka,Yield,Garlic,1994,hg/ha,106904
Crops, Karnataka,Yield,Garlic,1995,hg/ha,107143
Crops, Karnataka,Yield,Garlic,1996,hg/ha,106891
Crops, Karnataka,Yield,Garlic,1997,hg/ha,106875
Crops, Karnataka,Yield,Garlic,1998,hg/ha,106849
Crops, Karnataka,Yield,Garlic,1999,hg/ha,106835
Crops, Karnataka,Yield,Garlic,2000,hg/ha,106795
Crops, Karnataka,Yield,Garlic,2001,hg/ha,106250
Crops, Karnataka,Yield,Garlic,2002,hg/ha,106763
Crops, Karnataka,Yield,Garlic,2003,hg/ha,105882
Crops, Karnataka,Yield,Garlic,2004,hg/ha,106600
Crops, Karnataka,Yield,Garlic,2005,hg/ha,105556
Crops, Karnataka,Yield,Garlic,2006,hg/ha,107403
Crops, Karnataka,Yield,Garlic,2007,hg/ha,111765
Crops, Karnataka,Yield,Garlic,2008,hg/ha,108147
Crops, Karnataka,Yield,Garlic,2009,hg/ha,107881
Crops, Karnataka,Yield,Garlic,2010,hg/ha,107435
Crops, Karnataka,Yield,Garlic,2011,hg/ha,106944
Crops, Karnataka,Yield,Garlic,2012,hg/ha,106667
Crops, Karnataka,Yield,Garlic,2013,hg/ha,106667
Crops, Karnataka,Yield,Garlic,2014,hg/ha,107172
Crops, Karnataka,Yield,Garlic,2015,hg/ha,107392
Crops, Karnataka,Yield,Garlic,2016,hg/ha,107386
Crops, Karnataka,Yield,Garlic,2017,hg/ha,107424
Crops, Karnataka,Yield,Garlic,2018,hg/ha,107470
Crops, Karnataka,Yield,Garlic,2019,hg/ha,107513
Crops, Karnataka,Yield,Hops,1961,hg/ha,5000
Crops, Karnataka,Yield,Hops,1962,hg/ha,5000
Crops, Karnataka,Yield,Hops,1963,hg/ha,5000
Crops, Karnataka,Yield,Hops,1964,hg/ha,5000
Crops, Karnataka,Yield,Hops,1965,hg/ha,5000
Crops, Karnataka,Yield,Hops,1966,hg/ha,5000
Crops, Karnataka,Yield,Hops,1967,hg/ha,5000
Crops, Karnataka,Yield,Hops,1968,hg/ha,5000
Crops, Karnataka,Yield,Hops,1969,hg/ha,5000
Crops, Karnataka,Yield,Hops,1970,hg/ha,5000
Crops, Karnataka,Yield,Hops,1971,hg/ha,5000
Crops, Karnataka,Yield,Hops,1972,hg/ha,5000
Crops, Karnataka,Yield,Hops,1973,hg/ha,5000
Crops, Karnataka,Yield,Hops,1974,hg/ha,5000
Crops, Karnataka,Yield,Hops,1975,hg/ha,5000
Crops, Karnataka,Yield,Hops,1976,hg/ha,5000
Crops, Karnataka,Yield,Hops,1977,hg/ha,5000
Crops, Karnataka,Yield,Hops,1978,hg/ha,5000
Crops, Karnataka,Yield,Hops,1979,hg/ha,5000
Crops, Karnataka,Yield,Hops,1980,hg/ha,5000
Crops, Karnataka,Yield,Hops,1981,hg/ha,5000
Crops, Karnataka,Yield,Hops,1982,hg/ha,5000
Crops, Karnataka,Yield,Hops,1983,hg/ha,5000
Crops, Karnataka,Yield,Hops,1984,hg/ha,5000
Crops, Karnataka,Yield,Hops,1985,hg/ha,5000
Crops, Karnataka,Yield,Hops,1986,hg/ha,4865
Crops, Karnataka,Yield,Hops,1987,hg/ha,5000
Crops, Karnataka,Yield,Hops,1988,hg/ha,5000
Crops, Karnataka,Yield,Hops,1989,hg/ha,5000
Crops, Karnataka,Yield,Hops,1990,hg/ha,3806
Crops, Karnataka,Yield,Hops,1991,hg/ha,4989
Crops, Karnataka,Yield,Hops,1992,hg/ha,4998
Crops, Karnataka,Yield,Hops,1993,hg/ha,5000
Crops, Karnataka,Yield,Hops,1994,hg/ha,5000
Crops, Karnataka,Yield,Hops,1995,hg/ha,5000
Crops, Karnataka,Yield,Hops,1996,hg/ha,4999
Crops, Karnataka,Yield,Hops,1997,hg/ha,5014
Crops, Karnataka,Yield,Hops,1998,hg/ha,5238
Crops, Karnataka,Yield,Hops,1999,hg/ha,5028
Crops, Karnataka,Yield,Hops,2000,hg/ha,5014
Crops, Karnataka,Yield,Hops,2001,hg/ha,5227
Crops, Karnataka,Yield,Hops,2002,hg/ha,4930
Crops, Karnataka,Yield,Hops,2003,hg/ha,4849
Crops, Karnataka,Yield,Hops,2004,hg/ha,4770
Crops, Karnataka,Yield,Hops,2005,hg/ha,4631
Crops, Karnataka,Yield,Hops,2006,hg/ha,4581
Crops, Karnataka,Yield,Hops,2007,hg/ha,4318
Crops, Karnataka,Yield,Hops,2008,hg/ha,4444
Crops, Karnataka,Yield,Hops,2009,hg/ha,4565
Crops, Karnataka,Yield,Hops,2010,hg/ha,4348
Crops, Karnataka,Yield,Hops,2011,hg/ha,4348
Crops, Karnataka,Yield,Hops,2012,hg/ha,4348
Crops, Karnataka,Yield,Hops,2013,hg/ha,4348
Crops, Karnataka,Yield,Hops,2014,hg/ha,4326
Crops, Karnataka,Yield,Hops,2015,hg/ha,4326
Crops, Karnataka,Yield,Hops,2016,hg/ha,4309
Crops, Karnataka,Yield,Hops,2017,hg/ha,4284
Crops, Karnataka,Yield,Hops,2018,hg/ha,4261
Crops, Karnataka,Yield,Hops,2019,hg/ha,4237
Crops, Karnataka,Yield,Maize,1961,hg/ha,23714
Crops, Karnataka,Yield,Maize,1962,hg/ha,24623
Crops, Karnataka,Yield,Maize,1963,hg/ha,26981
Crops, Karnataka,Yield,Maize,1964,hg/ha,28131
Crops, Karnataka,Yield,Maize,1965,hg/ha,24579
Crops, Karnataka,Yield,Maize,1966,hg/ha,27130
Crops, Karnataka,Yield,Maize,1967,hg/ha,25278
Crops, Karnataka,Yield,Maize,1968,hg/ha,24000
Crops, Karnataka,Yield,Maize,1969,hg/ha,28929
Crops, Karnataka,Yield,Maize,1970,hg/ha,28246
Crops, Karnataka,Yield,Maize,1971,hg/ha,28305
Crops, Karnataka,Yield,Maize,1972,hg/ha,26148
Crops, Karnataka,Yield,Maize,1973,hg/ha,28413
Crops, Karnataka,Yield,Maize,1974,hg/ha,29462
Crops, Karnataka,Yield,Maize,1975,hg/ha,29851
Crops, Karnataka,Yield,Maize,1976,hg/ha,32353
Crops, Karnataka,Yield,Maize,1977,hg/ha,33333
Crops, Karnataka,Yield,Maize,1978,hg/ha,34783
Crops, Karnataka,Yield,Maize,1979,hg/ha,36232
Crops, Karnataka,Yield,Maize,1980,hg/ha,39130
Crops, Karnataka,Yield,Maize,1981,hg/ha,40580
Crops, Karnataka,Yield,Maize,1982,hg/ha,42029
Crops, Karnataka,Yield,Maize,1983,hg/ha,43478
Crops, Karnataka,Yield,Maize,1984,hg/ha,46377
Crops, Karnataka,Yield,Maize,1985,hg/ha,47826
Crops, Karnataka,Yield,Maize,1986,hg/ha,50000
Crops, Karnataka,Yield,Maize,1987,hg/ha,51471
Crops, Karnataka,Yield,Maize,1988,hg/ha,54545
Crops, Karnataka,Yield,Maize,1989,hg/ha,54286
Crops, Karnataka,Yield,Maize,1990,hg/ha,58824
Crops, Karnataka,Yield,Maize,1991,hg/ha,65319
Crops, Karnataka,Yield,Maize,1992,hg/ha,57733
Crops, Karnataka,Yield,Maize,1993,hg/ha,62691
Crops, Karnataka,Yield,Maize,1994,hg/ha,55596
Crops, Karnataka,Yield,Maize,1995,hg/ha,20388
Crops, Karnataka,Yield,Maize,1996,hg/ha,14007
Crops, Karnataka,Yield,Maize,1997,hg/ha,16844
Crops, Karnataka,Yield,Maize,1998,hg/ha,28060
Crops, Karnataka,Yield,Maize,1999,hg/ha,21478
Crops, Karnataka,Yield,Maize,2000,hg/ha,20988
Crops, Karnataka,Yield,Maize,2001,hg/ha,29881
Crops, Karnataka,Yield,Maize,2002,hg/ha,33260
Crops, Karnataka,Yield,Maize,2003,hg/ha,34849
Crops, Karnataka,Yield,Maize,2004,hg/ha,34889
Crops, Karnataka,Yield,Maize,2005,hg/ha,29636
Crops, Karnataka,Yield,Maize,2006,hg/ha,36534
Crops, Karnataka,Yield,Maize,2007,hg/ha,31996
Crops, Karnataka,Yield,Maize,2008,hg/ha,28051
Crops, Karnataka,Yield,Maize,2009,hg/ha,33897
Crops, Karnataka,Yield,Maize,2010,hg/ha,33459
Crops, Karnataka,Yield,Maize,2011,hg/ha,36918
Crops, Karnataka,Yield,Maize,2012,hg/ha,38418
Crops, Karnataka,Yield,Maize,2013,hg/ha,37989
Crops, Karnataka,Yield,Maize,2014,hg/ha,44173
Crops, Karnataka,Yield,Maize,2015,hg/ha,40868
Crops, Karnataka,Yield,Maize,2016,hg/ha,40319
Crops, Karnataka,Yield,Maize,2017,hg/ha,43114
Crops, Karnataka,Yield,Maize,2018,hg/ha,36903
Crops, Karnataka,Yield,Maize,2019,hg/ha,46343
Crops, Karnataka,Yield,Oats,1961,hg/ha,16667
Crops, Karnataka,Yield,Oats,1962,hg/ha,17000
Crops, Karnataka,Yield,Oats,1963,hg/ha,17000
Crops, Karnataka,Yield,Oats,1964,hg/ha,17000
Crops, Karnataka,Yield,Oats,1965,hg/ha,16346
Crops, Karnataka,Yield,Oats,1966,hg/ha,16667
Crops, Karnataka,Yield,Oats,1967,hg/ha,16364
Crops, Karnataka,Yield,Oats,1968,hg/ha,16364
Crops, Karnataka,Yield,Oats,1969,hg/ha,16964
Crops, Karnataka,Yield,Oats,1970,hg/ha,16964
Crops, Karnataka,Yield,Oats,1971,hg/ha,16182
Crops, Karnataka,Yield,Oats,1972,hg/ha,16727
Crops, Karnataka,Yield,Oats,1973,hg/ha,16600
Crops, Karnataka,Yield,Oats,1974,hg/ha,17600
Crops, Karnataka,Yield,Oats,1975,hg/ha,18400
Crops, Karnataka,Yield,Oats,1976,hg/ha,19167
Crops, Karnataka,Yield,Oats,1977,hg/ha,20000
Crops, Karnataka,Yield,Oats,1978,hg/ha,17778
Crops, Karnataka,Yield,Oats,1979,hg/ha,16222
Crops, Karnataka,Yield,Oats,1980,hg/ha,17442
Crops, Karnataka,Yield,Oats,1981,hg/ha,16512
Crops, Karnataka,Yield,Oats,1982,hg/ha,17000
Crops, Karnataka,Yield,Oats,1983,hg/ha,18250
Crops, Karnataka,Yield,Oats,1984,hg/ha,18750
Crops, Karnataka,Yield,Oats,1985,hg/ha,19737
Crops, Karnataka,Yield,Oats,1986,hg/ha,19737
Crops, Karnataka,Yield,Oats,1987,hg/ha,20000
Crops, Karnataka,Yield,Oats,1988,hg/ha,20000
Crops, Karnataka,Yield,Oats,1989,hg/ha,20000
Crops, Karnataka,Yield,Oats,1990,hg/ha,17781
Crops, Karnataka,Yield,Oats,1991,hg/ha,19021
Crops, Karnataka,Yield,Oats,1992,hg/ha,20000
Crops, Karnataka,Yield,Oats,1993,hg/ha,20000
Crops, Karnataka,Yield,Oats,1994,hg/ha,16667
Crops, Karnataka,Yield,Oats,1995,hg/ha,14286
Crops, Karnataka,Yield,Oats,1996,hg/ha,15755
Crops, Karnataka,Yield,Oats,1997,hg/ha,15833
Crops, Karnataka,Yield,Oats,1998,hg/ha,15936
Crops, Karnataka,Yield,Oats,1999,hg/ha,15690
Crops, Karnataka,Yield,Oats,2000,hg/ha,15385
Crops, Karnataka,Yield,Oats,2001,hg/ha,14667
Crops, Karnataka,Yield,Oats,2002,hg/ha,15000
Crops, Karnataka,Yield,Oats,2003,hg/ha,14674
Crops, Karnataka,Yield,Oats,2004,hg/ha,14343
Crops, Karnataka,Yield,Oats,2005,hg/ha,14545
Crops, Karnataka,Yield,Oats,2006,hg/ha,14404
Crops, Karnataka,Yield,Oats,2007,hg/ha,14263
Crops, Karnataka,Yield,Oats,2008,hg/ha,14122
Crops, Karnataka,Yield,Oats,2009,hg/ha,13979
Crops, Karnataka,Yield,Oats,2010,hg/ha,13838
Crops, Karnataka,Yield,Oats,2011,hg/ha,13697
Crops, Karnataka,Yield,Oats,2012,hg/ha,13556
Crops, Karnataka,Yield,Oats,2013,hg/ha,13414
Crops, Karnataka,Yield,Oats,2014,hg/ha,13245
Crops, Karnataka,Yield,Oats,2015,hg/ha,13219
Crops, Karnataka,Yield,Oats,2016,hg/ha,13244
Crops, Karnataka,Yield,Oats,2017,hg/ha,13182
Crops, Karnataka,Yield,Oats,2018,hg/ha,13120
Crops, Karnataka,Yield,Oats,2019,hg/ha,13058
Crops, Karnataka,Yield,"Onions, shallots, green",1961,hg/ha,110000
Crops, Karnataka,Yield,"Onions, shallots, green",1962,hg/ha,110000
Crops, Karnataka,Yield,"Onions, shallots, green",1963,hg/ha,100000
Crops, Karnataka,Yield,"Onions, shallots, green",1964,hg/ha,109091
Crops, Karnataka,Yield,"Onions, shallots, green",1965,hg/ha,136364
Crops, Karnataka,Yield,"Onions, shallots, green",1966,hg/ha,163636
Crops, Karnataka,Yield,"Onions, shallots, green",1967,hg/ha,166667
Crops, Karnataka,Yield,"Onions, shallots, green",1968,hg/ha,208333
Crops, Karnataka,Yield,"Onions, shallots, green",1969,hg/ha,200000
Crops, Karnataka,Yield,"Onions, shallots, green",1970,hg/ha,230769
Crops, Karnataka,Yield,"Onions, shallots, green",1971,hg/ha,235714
Crops, Karnataka,Yield,"Onions, shallots, green",1972,hg/ha,242857
Crops, Karnataka,Yield,"Onions, shallots, green",1973,hg/ha,220000
Crops, Karnataka,Yield,"Onions, shallots, green",1974,hg/ha,218750
Crops, Karnataka,Yield,"Onions, shallots, green",1975,hg/ha,281250
Crops, Karnataka,Yield,"Onions, shallots, green",1976,hg/ha,262500
Crops, Karnataka,Yield,"Onions, shallots, green",1977,hg/ha,352941
Crops, Karnataka,Yield,"Onions, shallots, green",1978,hg/ha,327778
Crops, Karnataka,Yield,"Onions, shallots, green",1979,hg/ha,421053
Crops, Karnataka,Yield,"Onions, shallots, green",1980,hg/ha,390000
Crops, Karnataka,Yield,"Onions, shallots, green",1981,hg/ha,300000
Crops, Karnataka,Yield,"Onions, shallots, green",1982,hg/ha,266667
Crops, Karnataka,Yield,"Onions, shallots, green",1983,hg/ha,214286
Crops, Karnataka,Yield,"Onions, shallots, green",1984,hg/ha,195000
Crops, Karnataka,Yield,"Onions, shallots, green",1985,hg/ha,214286
Crops, Karnataka,Yield,"Onions, shallots, green",1986,hg/ha,211111
Crops, Karnataka,Yield,"Onions, shallots, green",1987,hg/ha,180000
Crops, Karnataka,Yield,"Onions, shallots, green",1988,hg/ha,170909
Crops, Karnataka,Yield,"Onions, shallots, green",1989,hg/ha,158333
Crops, Karnataka,Yield,"Onions, shallots, green",1990,hg/ha,167507
Crops, Karnataka,Yield,"Onions, shallots, green",1991,hg/ha,146154
Crops, Karnataka,Yield,"Onions, shallots, green",1992,hg/ha,137746
Crops, Karnataka,Yield,"Onions, shallots, green",1993,hg/ha,136590
Crops, Karnataka,Yield,"Onions, shallots, green",1994,hg/ha,128571
Crops, Karnataka,Yield,"Onions, shallots, green",1995,hg/ha,141667
Crops, Karnataka,Yield,"Onions, shallots, green",1996,hg/ha,134722
Crops, Karnataka,Yield,"Onions, shallots, green",1997,hg/ha,133953
Crops, Karnataka,Yield,"Onions, shallots, green",1998,hg/ha,133058
Crops, Karnataka,Yield,"Onions, shallots, green",1999,hg/ha,128571
Crops, Karnataka,Yield,"Onions, shallots, green",2000,hg/ha,130964
Crops, Karnataka,Yield,"Onions, shallots, green",2001,hg/ha,126667
Crops, Karnataka,Yield,"Onions, shallots, green",2002,hg/ha,129636
Crops, Karnataka,Yield,"Onions, shallots, green",2003,hg/ha,126316
Crops, Karnataka,Yield,"Onions, shallots, green",2004,hg/ha,128271
Crops, Karnataka,Yield,"Onions, shallots, green",2005,hg/ha,125974
Crops, Karnataka,Yield,"Onions, shallots, green",2006,hg/ha,127757
Crops, Karnataka,Yield,"Onions, shallots, green",2007,hg/ha,130667
Crops, Karnataka,Yield,"Onions, shallots, green",2008,hg/ha,133333
Crops, Karnataka,Yield,"Onions, shallots, green",2009,hg/ha,126667
Crops, Karnataka,Yield,"Onions, shallots, green",2010,hg/ha,120000
