Rainfall - (MM), Year, Statistics, Country, ISO3
18.1586,1990, May Average, Lakshadweep, LD
30.0263,1990, Jun Average, Lakshadweep, LD
90.2078,1990, Jul Average, Lakshadweep, LD
12.0188,1990, Aug Average, Lakshadweep, LD
68.1328,1990, Sep Average, Lakshadweep, LD
0,1990, Oct Average, Lakshadweep, LD
23.6172,1990, Nov Average, Lakshadweep, LD
0,1990, Dec Average, Lakshadweep, LD
0,1991, Jan Average, Lakshadweep, LD
9.16806,1991, Feb Average, Lakshadweep, LD
0,1991, Mar Average, Lakshadweep, LD
0,1991, Apr Average, Lakshadweep, LD
0,1991, May Average, Lakshadweep, LD
0,1991, Jun Average, Lakshadweep, LD
27.4061,1991, Jul Average, Lakshadweep, LD
88.8534,1991, Aug Average, Lakshadweep, LD
15.8135,1991, Sep Average, Lakshadweep, LD
50.4072,1991, Oct Average, Lakshadweep, LD
4.88041,1991, Nov Average, Lakshadweep, LD
6.14271,1991, Dec Average, Lakshadweep, LD
4.48933,1992, Jan Average, Lakshadweep, LD
5.3777,1992, Feb Average, Lakshadweep, LD
0,1992, Mar Average, Lakshadweep, LD
12.9737,1992, Apr Average, Lakshadweep, LD
18.1586,1992, May Average, Lakshadweep, LD
30.0263,1992, Jun Average, Lakshadweep, LD
38.1862,1992, Jul Average, Lakshadweep, LD
0.69179,1992, Aug Average, Lakshadweep, LD
15.9741,1992, Sep Average, Lakshadweep, LD
64.0315,1992, Oct Average, Lakshadweep, LD
53.9917,1992, Nov Average, Lakshadweep, LD
0,1992, Dec Average, Lakshadweep, LD
15.8888,1993, Jan Average, Lakshadweep, LD
7.54304,1993, Feb Average, Lakshadweep, LD
0,1993, Mar Average, Lakshadweep, LD
12.9737,1993, Apr Average, Lakshadweep, LD
0,1993, May Average, Lakshadweep, LD
30.0263,1993, Jun Average, Lakshadweep, LD
113.741,1993, Jul Average, Lakshadweep, LD
57.6873,1993, Aug Average, Lakshadweep, LD
108.132,1993, Sep Average, Lakshadweep, LD
0,1993, Oct Average, Lakshadweep, LD
0,1993, Nov Average, Lakshadweep, LD
0,1993, Dec Average, Lakshadweep, LD
0,1994, Jan Average, Lakshadweep, LD
0,1994, Feb Average, Lakshadweep, LD
0,1994, Mar Average, Lakshadweep, LD
12.9737,1994, Apr Average, Lakshadweep, LD
0,1994, May Average, Lakshadweep, LD
30.0263,1994, Jun Average, Lakshadweep, LD
0,1994, Jul Average, Lakshadweep, LD
16.2974,1994, Aug Average, Lakshadweep, LD
27.6123,1994, Sep Average, Lakshadweep, LD
74.7016,1994, Oct Average, Lakshadweep, LD
0,1994, Nov Average, Lakshadweep, LD
33.8467,1994, Dec Average, Lakshadweep, LD
0,1995, Jan Average, Lakshadweep, LD
0,1995, Feb Average, Lakshadweep, LD
0,1995, Mar Average, Lakshadweep, LD
12.9737,1995, Apr Average, Lakshadweep, LD
0,1995, May Average, Lakshadweep, LD
30.0263,1995, Jun Average, Lakshadweep, LD
84.5415,1995, Jul Average, Lakshadweep, LD
180.494,1995, Aug Average, Lakshadweep, LD
108.3,1995, Sep Average, Lakshadweep, LD
25.8046,1995, Oct Average, Lakshadweep, LD
0,1995, Nov Average, Lakshadweep, LD
66.3546,1995, Dec Average, Lakshadweep, LD
9.67734,1996, Jan Average, Lakshadweep, LD
0,1996, Feb Average, Lakshadweep, LD
0,1996, Mar Average, Lakshadweep, LD
12.9737,1996, Apr Average, Lakshadweep, LD
0,1996, May Average, Lakshadweep, LD
30.0263,1996, Jun Average, Lakshadweep, LD
35.2665,1996, Jul Average, Lakshadweep, LD
59.2695,1996, Aug Average, Lakshadweep, LD
52.0035,1996, Sep Average, Lakshadweep, LD
7.78081,1996, Oct Average, Lakshadweep, LD
12.8136,1996, Nov Average, Lakshadweep, LD
3.62227,1996, Dec Average, Lakshadweep, LD
25.1752,1997, Jan Average, Lakshadweep, LD
0,1997, Feb Average, Lakshadweep, LD
0,1997, Mar Average, Lakshadweep, LD
12.9737,1997, Apr Average, Lakshadweep, LD
0,1997, May Average, Lakshadweep, LD
30.0263,1997, Jun Average, Lakshadweep, LD
2.2132,1997, Jul Average, Lakshadweep, LD
118.658,1997, Aug Average, Lakshadweep, LD
62.3203,1997, Sep Average, Lakshadweep, LD
1.11054,1997, Oct Average, Lakshadweep, LD
0,1997, Nov Average, Lakshadweep, LD
0,1997, Dec Average, Lakshadweep, LD
0,1998, Jan Average, Lakshadweep, LD
0,1998, Feb Average, Lakshadweep, LD
0,1998, Mar Average, Lakshadweep, LD
12.9737,1998, Apr Average, Lakshadweep, LD
0,1998, May Average, Lakshadweep, LD
30.0263,1998, Jun Average, Lakshadweep, LD
6.64415,1998, Jul Average, Lakshadweep, LD
9.10774,1998, Aug Average, Lakshadweep, LD
38.6189,1998, Sep Average, Lakshadweep, LD
0,1998, Oct Average, Lakshadweep, LD
0,1998, Nov Average, Lakshadweep, LD
12.6506,1998, Dec Average, Lakshadweep, LD
5.54192,1999, Jan Average, Lakshadweep, LD
0,1999, Feb Average, Lakshadweep, LD
0,1999, Mar Average, Lakshadweep, LD
12.9737,1999, Apr Average, Lakshadweep, LD
0,1999, May Average, Lakshadweep, LD
30.0263,1999, Jun Average, Lakshadweep, LD
20.492,1999, Jul Average, Lakshadweep, LD
150.409,1999, Aug Average, Lakshadweep, LD
100.37,1999, Sep Average, Lakshadweep, LD
67.7122,1999, Oct Average, Lakshadweep, LD
0,1999, Nov Average, Lakshadweep, LD
0,1999, Dec Average, Lakshadweep, LD
0,2000, Jan Average, Lakshadweep, LD
0,2000, Feb Average, Lakshadweep, LD
0,2000, Mar Average, Lakshadweep, LD
12.9737,2000, Apr Average, Lakshadweep, LD
0,2000, May Average, Lakshadweep, LD
30.0263,2000, Jun Average, Lakshadweep, LD
5.52552,2000, Jul Average, Lakshadweep, LD
28.9963,2000, Aug Average, Lakshadweep, LD
164.174,2000, Sep Average, Lakshadweep, LD
154.781,2000, Oct Average, Lakshadweep, LD
0.41691,2000, Nov Average, Lakshadweep, LD
0,2000, Dec Average, Lakshadweep, LD
15.2543,2001, Jan Average, Lakshadweep, LD
11.718,2001, Feb Average, Lakshadweep, LD
11.9986,2001, Mar Average, Lakshadweep, LD
12.9737,2001, Apr Average, Lakshadweep, LD
18.1586,2001, May Average, Lakshadweep, LD
30.0263,2001, Jun Average, Lakshadweep, LD
44.0781,2001, Jul Average, Lakshadweep, LD
67.6351,2001, Aug Average, Lakshadweep, LD
102.625,2001, Sep Average, Lakshadweep, LD
39.9575,2001, Oct Average, Lakshadweep, LD
23.6172,2001, Nov Average, Lakshadweep, LD
20.1995,2001, Dec Average, Lakshadweep, LD
15.2543,2002, Jan Average, Lakshadweep, LD
11.718,2002, Feb Average, Lakshadweep, LD
11.9986,2002, Mar Average, Lakshadweep, LD
12.9737,2002, Apr Average, Lakshadweep, LD
18.1586,2002, May Average, Lakshadweep, LD
30.0263,2002, Jun Average, Lakshadweep, LD
44.0781,2002, Jul Average, Lakshadweep, LD
67.6351,2002, Aug Average, Lakshadweep, LD
102.625,2002, Sep Average, Lakshadweep, LD
39.9575,2002, Oct Average, Lakshadweep, LD
23.6172,2002, Nov Average, Lakshadweep, LD
20.1995,2002, Dec Average, Lakshadweep, LD
15.2543,2003, Jan Average, Lakshadweep, LD
0,2003, Feb Average, Lakshadweep, LD
11.9986,2003, Mar Average, Lakshadweep, LD
12.9737,2003, Apr Average, Lakshadweep, LD
18.1586,2003, May Average, Lakshadweep, LD
30.0263,2003, Jun Average, Lakshadweep, LD
44.0781,2003, Jul Average, Lakshadweep, LD
67.6351,2003, Aug Average, Lakshadweep, LD
102.625,2003, Sep Average, Lakshadweep, LD
39.9575,2003, Oct Average, Lakshadweep, LD
23.6172,2003, Nov Average, Lakshadweep, LD
20.1995,2003, Dec Average, Lakshadweep, LD
15.2543,2004, Jan Average, Lakshadweep, LD
11.718,2004, Feb Average, Lakshadweep, LD
0,2004, Mar Average, Lakshadweep, LD
12.9737,2004, Apr Average, Lakshadweep, LD
18.1586,2004, May Average, Lakshadweep, LD
30.0263,2004, Jun Average, Lakshadweep, LD
44.0781,2004, Jul Average, Lakshadweep, LD
67.6351,2004, Aug Average, Lakshadweep, LD
102.625,2004, Sep Average, Lakshadweep, LD
39.9575,2004, Oct Average, Lakshadweep, LD
23.6172,2004, Nov Average, Lakshadweep, LD
20.1995,2004, Dec Average, Lakshadweep, LD
60.2856,2005, Jan Average, Lakshadweep, LD
11.718,2005, Feb Average, Lakshadweep, LD
11.9986,2005, Mar Average, Lakshadweep, LD
12.9737,2005, Apr Average, Lakshadweep, LD
18.1586,2005, May Average, Lakshadweep, LD
30.0263,2005, Jun Average, Lakshadweep, LD
44.0781,2005, Jul Average, Lakshadweep, LD
67.6351,2005, Aug Average, Lakshadweep, LD
102.625,2005, Sep Average, Lakshadweep, LD
39.9575,2005, Oct Average, Lakshadweep, LD
23.6172,2005, Nov Average, Lakshadweep, LD
20.1995,2005, Dec Average, Lakshadweep, LD
15.2543,2006, Jan Average, Lakshadweep, LD
11.718,2006, Feb Average, Lakshadweep, LD
11.9986,2006, Mar Average, Lakshadweep, LD
12.9737,2006, Apr Average, Lakshadweep, LD
18.1586,2006, May Average, Lakshadweep, LD
30.0263,2006, Jun Average, Lakshadweep, LD
44.0781,2006, Jul Average, Lakshadweep, LD
67.6351,2006, Aug Average, Lakshadweep, LD
102.625,2006, Sep Average, Lakshadweep, LD
39.9575,2006, Oct Average, Lakshadweep, LD
23.6172,2006, Nov Average, Lakshadweep, LD
20.1995,2006, Dec Average, Lakshadweep, LD
15.2543,2007, Jan Average, Lakshadweep, LD
11.718,2007, Feb Average, Lakshadweep, LD
11.9986,2007, Mar Average, Lakshadweep, LD
12.9737,2007, Apr Average, Lakshadweep, LD
18.1586,2007, May Average, Lakshadweep, LD
30.0263,2007, Jun Average, Lakshadweep, LD
44.0781,2007, Jul Average, Lakshadweep, LD
67.6351,2007, Aug Average, Lakshadweep, LD
102.625,2007, Sep Average, Lakshadweep, LD
39.9575,2007, Oct Average, Lakshadweep, LD
23.6172,2007, Nov Average, Lakshadweep, LD
20.1995,2007, Dec Average, Lakshadweep, LD
15.2543,2008, Jan Average, Lakshadweep, LD
11.718,2008, Feb Average, Lakshadweep, LD
11.9986,2008, Mar Average, Lakshadweep, LD
12.9737,2008, Apr Average, Lakshadweep, LD
18.1586,2008, May Average, Lakshadweep, LD
30.0263,2008, Jun Average, Lakshadweep, LD
44.0781,2008, Jul Average, Lakshadweep, LD
67.6351,2008, Aug Average, Lakshadweep, LD
102.625,2008, Sep Average, Lakshadweep, LD
39.9575,2008, Oct Average, Lakshadweep, LD
23.6172,2008, Nov Average, Lakshadweep, LD
20.1995,2008, Dec Average, Lakshadweep, LD
15.2543,2009, Jan Average, Lakshadweep, LD
11.718,2009, Feb Average, Lakshadweep, LD
11.9986,2009, Mar Average, Lakshadweep, LD
12.9737,2009, Apr Average, Lakshadweep, LD
18.1586,2009, May Average, Lakshadweep, LD
30.0263,2009, Jun Average, Lakshadweep, LD
44.0781,2009, Jul Average, Lakshadweep, LD
67.6351,2009, Aug Average, Lakshadweep, LD
102.625,2009, Sep Average, Lakshadweep, LD
39.9575,2009, Oct Average, Lakshadweep, LD
23.6172,2009, Nov Average, Lakshadweep, LD
20.1995,2009, Dec Average, Lakshadweep, LD
15.2543,2010, Jan Average, Lakshadweep, LD
11.718,2010, Feb Average, Lakshadweep, LD
11.9986,2010, Mar Average, Lakshadweep, LD
12.9737,2010, Apr Average, Lakshadweep, LD
18.1586,2010, May Average, Lakshadweep, LD
30.0263,2010, Jun Average, Lakshadweep, LD
44.0781,2010, Jul Average, Lakshadweep, LD
67.6351,2010, Aug Average, Lakshadweep, LD
102.625,2010, Sep Average, Lakshadweep, LD
39.9575,2010, Oct Average, Lakshadweep, LD
23.6172,2010, Nov Average, Lakshadweep, LD
20.1995,2010, Dec Average, Lakshadweep, LD
15.2543,2011, Jan Average, Lakshadweep, LD
11.718,2011, Feb Average, Lakshadweep, LD
11.9986,2011, Mar Average, Lakshadweep, LD
12.9737,2011, Apr Average, Lakshadweep, LD
18.1586,2011, May Average, Lakshadweep, LD
30.0263,2011, Jun Average, Lakshadweep, LD
44.0781,2011, Jul Average, Lakshadweep, LD
67.6351,2011, Aug Average, Lakshadweep, LD
0,2011, Sep Average, Lakshadweep, LD
39.9575,2011, Oct Average, Lakshadweep, LD
23.6172,2011, Nov Average, Lakshadweep, LD
0,2011, Dec Average, Lakshadweep, LD
15.2543,2012, Jan Average, Lakshadweep, LD
11.718,2012, Feb Average, Lakshadweep, LD
11.9986,2012, Mar Average, Lakshadweep, LD
12.9737,2012, Apr Average, Lakshadweep, LD
18.1586,2012, May Average, Lakshadweep, LD
30.0263,2012, Jun Average, Lakshadweep, LD
44.0781,2012, Jul Average, Lakshadweep, LD
0,2012, Aug Average, Lakshadweep, LD
102.625,2012, Sep Average, Lakshadweep, LD
39.9575,2012, Oct Average, Lakshadweep, LD
0,2012, Nov Average, Lakshadweep, LD
20.1995,2012, Dec Average, Lakshadweep, LD
15.2543,2013, Jan Average, Lakshadweep, LD
11.718,2013, Feb Average, Lakshadweep, LD
11.9986,2013, Mar Average, Lakshadweep, LD
12.9737,2013, Apr Average, Lakshadweep, LD
18.1586,2013, May Average, Lakshadweep, LD
30.0263,2013, Jun Average, Lakshadweep, LD
44.0781,2013, Jul Average, Lakshadweep, LD
67.6351,2013, Aug Average, Lakshadweep, LD
102.625,2013, Sep Average, Lakshadweep, LD
39.9575,2013, Oct Average, Lakshadweep, LD
0,2013, Nov Average, Lakshadweep, LD
0,2013, Dec Average, Lakshadweep, LD
15.2543,2014, Jan Average, Lakshadweep, LD
11.718,2014, Feb Average, Lakshadweep, LD
11.9986,2014, Mar Average, Lakshadweep, LD
12.9737,2014, Apr Average, Lakshadweep, LD
0,2014, May Average, Lakshadweep, LD
30.0263,2014, Jun Average, Lakshadweep, LD
44.0781,2014, Jul Average, Lakshadweep, LD
67.6351,2014, Aug Average, Lakshadweep, LD
102.625,2014, Sep Average, Lakshadweep, LD
39.9575,2014, Oct Average, Lakshadweep, LD
23.6172,2014, Nov Average, Lakshadweep, LD
20.1995,2014, Dec Average, Lakshadweep, LD
0,2015, Jan Average, Lakshadweep, LD
11.718,2015, Feb Average, Lakshadweep, LD
11.9986,2015, Mar Average, Lakshadweep, LD
12.9737,2015, Apr Average, Lakshadweep, LD
18.1586,2015, May Average, Lakshadweep, LD
30.0263,2015, Jun Average, Lakshadweep, LD
44.0781,2015, Jul Average, Lakshadweep, LD
67.6351,2015, Aug Average, Lakshadweep, LD
102.625,2015, Sep Average, Lakshadweep, LD
39.9575,2015, Oct Average, Lakshadweep, LD
23.6172,2015, Nov Average, Lakshadweep, LD
20.1995,2015, Dec Average, Lakshadweep, LD
0,2016, Jan Average, Lakshadweep, LD
11.718,2016, Feb Average, Lakshadweep, LD
11.9986,2016, Mar Average, Lakshadweep, LD
12.9737,2016, Apr Average, Lakshadweep, LD
18.1586,2016, May Average, Lakshadweep, LD
30.0263,2016, Jun Average, Lakshadweep, LD
44.0781,2016, Jul Average, Lakshadweep, LD
117.974,2016, Aug Average, Lakshadweep, LD
126.981,2016, Sep Average, Lakshadweep, LD
37.9675,2016, Oct Average, Lakshadweep, LD
23.6172,2016, Nov Average, Lakshadweep, LD
20.1995,2016, Dec Average, Lakshadweep, LD
8.2898,1901, Jan Average, Pondicherry, PY
15.8388,1901, Feb Average, Pondicherry, PY
60.649,1901, Mar Average, Pondicherry, PY
96.5848,1901, Apr Average, Pondicherry, PY
143.23,1901, May Average, Pondicherry, PY
166.221,1901, Jun Average, Pondicherry, PY
208.608,1901, Jul Average, Pondicherry, PY
228.848,1901, Aug Average, Pondicherry, PY
215.704,1901, Sep Average, Pondicherry, PY
165.519,1901, Oct Average, Pondicherry, PY
38.4283,1901, Nov Average, Pondicherry, PY
9.93282,1901, Dec Average, Pondicherry, PY
8.33305,1902, Jan Average, Pondicherry, PY
16.0733,1902, Feb Average, Pondicherry, PY
59.9839,1902, Mar Average, Pondicherry, PY
96.2832,1902, Apr Average, Pondicherry, PY
143.035,1902, May Average, Pondicherry, PY
166.172,1902, Jun Average, Pondicherry, PY
206.487,1902, Jul Average, Pondicherry, PY
229.613,1902, Aug Average, Pondicherry, PY
216.203,1902, Sep Average, Pondicherry, PY
165.82,1902, Oct Average, Pondicherry, PY
38.3578,1902, Nov Average, Pondicherry, PY
9.99225,1902, Dec Average, Pondicherry, PY
8.33305,1903, Jan Average, Pondicherry, PY
16.0715,1903, Feb Average, Pondicherry, PY
59.8818,1903, Mar Average, Pondicherry, PY
96.2601,1903, Apr Average, Pondicherry, PY
143.123,1903, May Average, Pondicherry, PY
166.191,1903, Jun Average, Pondicherry, PY
206.686,1903, Jul Average, Pondicherry, PY
229.727,1903, Aug Average, Pondicherry, PY
215.822,1903, Sep Average, Pondicherry, PY
165.705,1903, Oct Average, Pondicherry, PY
38.2897,1903, Nov Average, Pondicherry, PY
9.93563,1903, Dec Average, Pondicherry, PY
7.19277,1904, Jan Average, Pondicherry, PY
14.3834,1904, Feb Average, Pondicherry, PY
57.7953,1904, Mar Average, Pondicherry, PY
86.8908,1904, Apr Average, Pondicherry, PY
146.612,1904, May Average, Pondicherry, PY
166.936,1904, Jun Average, Pondicherry, PY
196.044,1904, Jul Average, Pondicherry, PY
220.168,1904, Aug Average, Pondicherry, PY
200.981,1904, Sep Average, Pondicherry, PY
151.843,1904, Oct Average, Pondicherry, PY
37.1576,1904, Nov Average, Pondicherry, PY
8.28112,1904, Dec Average, Pondicherry, PY
7.19699,1905, Jan Average, Pondicherry, PY
14.0957,1905, Feb Average, Pondicherry, PY
52.1449,1905, Mar Average, Pondicherry, PY
87.8521,1905, Apr Average, Pondicherry, PY
138.159,1905, May Average, Pondicherry, PY
167.99,1905, Jun Average, Pondicherry, PY
193.887,1905, Jul Average, Pondicherry, PY
241.861,1905, Aug Average, Pondicherry, PY
211.434,1905, Sep Average, Pondicherry, PY
154.483,1905, Oct Average, Pondicherry, PY
38.3907,1905, Nov Average, Pondicherry, PY
8.29823,1905, Dec Average, Pondicherry, PY
7.19798,1906, Jan Average, Pondicherry, PY
16.1508,1906, Feb Average, Pondicherry, PY
74.0031,1906, Mar Average, Pondicherry, PY
84.9619,1906, Apr Average, Pondicherry, PY
139.753,1906, May Average, Pondicherry, PY
168.19,1906, Jun Average, Pondicherry, PY
186.332,1906, Jul Average, Pondicherry, PY
228.123,1906, Aug Average, Pondicherry, PY
208.848,1906, Sep Average, Pondicherry, PY
162.503,1906, Oct Average, Pondicherry, PY
30.501,1906, Nov Average, Pondicherry, PY
7.75868,1906, Dec Average, Pondicherry, PY
12.0826,1907, Jan Average, Pondicherry, PY
32.5317,1907, Feb Average, Pondicherry, PY
51.7055,1907, Mar Average, Pondicherry, PY
97.1482,1907, Apr Average, Pondicherry, PY
153.496,1907, May Average, Pondicherry, PY
161.835,1907, Jun Average, Pondicherry, PY
177.102,1907, Jul Average, Pondicherry, PY
204.132,1907, Aug Average, Pondicherry, PY
211.461,1907, Sep Average, Pondicherry, PY
167.103,1907, Oct Average, Pondicherry, PY
59.0568,1907, Nov Average, Pondicherry, PY
8.27879,1907, Dec Average, Pondicherry, PY
9.24883,1908, Jan Average, Pondicherry, PY
19.1943,1908, Feb Average, Pondicherry, PY
55.8669,1908, Mar Average, Pondicherry, PY
95.2494,1908, Apr Average, Pondicherry, PY
104.092,1908, May Average, Pondicherry, PY
111.055,1908, Jun Average, Pondicherry, PY
265.947,1908, Jul Average, Pondicherry, PY
235.247,1908, Aug Average, Pondicherry, PY
239.983,1908, Sep Average, Pondicherry, PY
174.856,1908, Oct Average, Pondicherry, PY
41.0512,1908, Nov Average, Pondicherry, PY
8.28507,1908, Dec Average, Pondicherry, PY
14.308,1909, Jan Average, Pondicherry, PY
17.5157,1909, Feb Average, Pondicherry, PY
57.5141,1909, Mar Average, Pondicherry, PY
143.104,1909, Apr Average, Pondicherry, PY
125.481,1909, May Average, Pondicherry, PY
169.519,1909, Jun Average, Pondicherry, PY
208.16,1909, Jul Average, Pondicherry, PY
200.88,1909, Aug Average, Pondicherry, PY
319.399,1909, Sep Average, Pondicherry, PY
157.644,1909, Oct Average, Pondicherry, PY
82.1379,1909, Nov Average, Pondicherry, PY
11.3326,1909, Dec Average, Pondicherry, PY
4.89077,1910, Jan Average, Pondicherry, PY
17.6975,1910, Feb Average, Pondicherry, PY
23.2298,1910, Mar Average, Pondicherry, PY
77.2654,1910, Apr Average, Pondicherry, PY
134.261,1910, May Average, Pondicherry, PY
157.744,1910, Jun Average, Pondicherry, PY
179.887,1910, Jul Average, Pondicherry, PY
231.411,1910, Aug Average, Pondicherry, PY
183.459,1910, Sep Average, Pondicherry, PY
156.57,1910, Oct Average, Pondicherry, PY
38.9491,1910, Nov Average, Pondicherry, PY
5.47734,1910, Dec Average, Pondicherry, PY
5.20044,1911, Jan Average, Pondicherry, PY
31.3761,1911, Feb Average, Pondicherry, PY
43.9746,1911, Mar Average, Pondicherry, PY
86.1934,1911, Apr Average, Pondicherry, PY
186.929,1911, May Average, Pondicherry, PY
128.395,1911, Jun Average, Pondicherry, PY
179.644,1911, Jul Average, Pondicherry, PY
192.61,1911, Aug Average, Pondicherry, PY
125.172,1911, Sep Average, Pondicherry, PY
156.162,1911, Oct Average, Pondicherry, PY
26.4024,1911, Nov Average, Pondicherry, PY
10.5943,1911, Dec Average, Pondicherry, PY
8.50996,1912, Jan Average, Pondicherry, PY
16.3523,1912, Feb Average, Pondicherry, PY
56.3175,1912, Mar Average, Pondicherry, PY
66.6765,1912, Apr Average, Pondicherry, PY
126.845,1912, May Average, Pondicherry, PY
154.224,1912, Jun Average, Pondicherry, PY
225.024,1912, Jul Average, Pondicherry, PY
245.162,1912, Aug Average, Pondicherry, PY
222.213,1912, Sep Average, Pondicherry, PY
127.81,1912, Oct Average, Pondicherry, PY
34.0951,1912, Nov Average, Pondicherry, PY
7.37951,1912, Dec Average, Pondicherry, PY
5.97353,1913, Jan Average, Pondicherry, PY
10.0561,1913, Feb Average, Pondicherry, PY
20.7787,1913, Mar Average, Pondicherry, PY
145.319,1913, Apr Average, Pondicherry, PY
148.919,1913, May Average, Pondicherry, PY
103.645,1913, Jun Average, Pondicherry, PY
141.189,1913, Jul Average, Pondicherry, PY
160.398,1913, Aug Average, Pondicherry, PY
115.775,1913, Sep Average, Pondicherry, PY
182.985,1913, Oct Average, Pondicherry, PY
5.05969,1913, Nov Average, Pondicherry, PY
1.66878,1913, Dec Average, Pondicherry, PY
25.1615,1914, Jan Average, Pondicherry, PY
4.53473,1914, Feb Average, Pondicherry, PY
73.3431,1914, Mar Average, Pondicherry, PY
107.978,1914, Apr Average, Pondicherry, PY
141.833,1914, May Average, Pondicherry, PY
141.094,1914, Jun Average, Pondicherry, PY
212.839,1914, Jul Average, Pondicherry, PY
267.005,1914, Aug Average, Pondicherry, PY
194.913,1914, Sep Average, Pondicherry, PY
172.65,1914, Oct Average, Pondicherry, PY
101.579,1914, Nov Average, Pondicherry, PY
10.6302,1914, Dec Average, Pondicherry, PY
8.41167,1915, Jan Average, Pondicherry, PY
22.7552,1915, Feb Average, Pondicherry, PY
52.3808,1915, Mar Average, Pondicherry, PY
70.3239,1915, Apr Average, Pondicherry, PY
95.9016,1915, May Average, Pondicherry, PY
150.967,1915, Jun Average, Pondicherry, PY
184.046,1915, Jul Average, Pondicherry, PY
195.798,1915, Aug Average, Pondicherry, PY
210.306,1915, Sep Average, Pondicherry, PY
150.992,1915, Oct Average, Pondicherry, PY
59.7079,1915, Nov Average, Pondicherry, PY
7.58563,1915, Dec Average, Pondicherry, PY
6.37031,1916, Jan Average, Pondicherry, PY
33.9303,1916, Feb Average, Pondicherry, PY
35.2657,1916, Mar Average, Pondicherry, PY
121.868,1916, Apr Average, Pondicherry, PY
144.953,1916, May Average, Pondicherry, PY
191.185,1916, Jun Average, Pondicherry, PY
169.918,1916, Jul Average, Pondicherry, PY
155.709,1916, Aug Average, Pondicherry, PY
239.292,1916, Sep Average, Pondicherry, PY
193.611,1916, Oct Average, Pondicherry, PY
32.3941,1916, Nov Average, Pondicherry, PY
10.4884,1916, Dec Average, Pondicherry, PY
9.0502,1917, Jan Average, Pondicherry, PY
17.2967,1917, Feb Average, Pondicherry, PY
49.684,1917, Mar Average, Pondicherry, PY
115.882,1917, Apr Average, Pondicherry, PY
140.277,1917, May Average, Pondicherry, PY
139.184,1917, Jun Average, Pondicherry, PY
204.124,1917, Jul Average, Pondicherry, PY
207.384,1917, Aug Average, Pondicherry, PY
222.617,1917, Sep Average, Pondicherry, PY
147.373,1917, Oct Average, Pondicherry, PY
82.749,1917, Nov Average, Pondicherry, PY
14.8769,1917, Dec Average, Pondicherry, PY
8.33497,1918, Jan Average, Pondicherry, PY
16.8879,1918, Feb Average, Pondicherry, PY
68.1306,1918, Mar Average, Pondicherry, PY
85.1745,1918, Apr Average, Pondicherry, PY
111.578,1918, May Average, Pondicherry, PY
187.947,1918, Jun Average, Pondicherry, PY
197.925,1918, Jul Average, Pondicherry, PY
156.701,1918, Aug Average, Pondicherry, PY
235.599,1918, Sep Average, Pondicherry, PY
157.496,1918, Oct Average, Pondicherry, PY
85.4583,1918, Nov Average, Pondicherry, PY
12.3648,1918, Dec Average, Pondicherry, PY
24.9981,1919, Jan Average, Pondicherry, PY
9.52145,1919, Feb Average, Pondicherry, PY
17.8535,1919, Mar Average, Pondicherry, PY
87.684,1919, Apr Average, Pondicherry, PY
213.441,1919, May Average, Pondicherry, PY
105.352,1919, Jun Average, Pondicherry, PY
204.353,1919, Jul Average, Pondicherry, PY
286.702,1919, Aug Average, Pondicherry, PY
181.196,1919, Sep Average, Pondicherry, PY
142.108,1919, Oct Average, Pondicherry, PY
87.3401,1919, Nov Average, Pondicherry, PY
10.7983,1919, Dec Average, Pondicherry, PY
5.62356,1920, Jan Average, Pondicherry, PY
12.6224,1920, Feb Average, Pondicherry, PY
53.2881,1920, Mar Average, Pondicherry, PY
99.635,1920, Apr Average, Pondicherry, PY
181.288,1920, May Average, Pondicherry, PY
182.728,1920, Jun Average, Pondicherry, PY
232.599,1920, Jul Average, Pondicherry, PY
216.009,1920, Aug Average, Pondicherry, PY
238.703,1920, Sep Average, Pondicherry, PY
169.973,1920, Oct Average, Pondicherry, PY
31.7936,1920, Nov Average, Pondicherry, PY
8.39952,1920, Dec Average, Pondicherry, PY
5.8076,1921, Jan Average, Pondicherry, PY
12.6512,1921, Feb Average, Pondicherry, PY
42.928,1921, Mar Average, Pondicherry, PY
152.22,1921, Apr Average, Pondicherry, PY
194.801,1921, May Average, Pondicherry, PY
158.759,1921, Jun Average, Pondicherry, PY
208.6,1921, Jul Average, Pondicherry, PY
234.176,1921, Aug Average, Pondicherry, PY
212.526,1921, Sep Average, Pondicherry, PY
169.496,1921, Oct Average, Pondicherry, PY
46.2947,1921, Nov Average, Pondicherry, PY
11.2239,1921, Dec Average, Pondicherry, PY
5.85719,1922, Jan Average, Pondicherry, PY
16.6192,1922, Feb Average, Pondicherry, PY
44.844,1922, Mar Average, Pondicherry, PY
95.0942,1922, Apr Average, Pondicherry, PY
156.105,1922, May Average, Pondicherry, PY
174.828,1922, Jun Average, Pondicherry, PY
210.331,1922, Jul Average, Pondicherry, PY
258.347,1922, Aug Average, Pondicherry, PY
246.992,1922, Sep Average, Pondicherry, PY
218.784,1922, Oct Average, Pondicherry, PY
36.8355,1922, Nov Average, Pondicherry, PY
9.79982,1922, Dec Average, Pondicherry, PY
6.44515,1923, Jan Average, Pondicherry, PY
21.9092,1923, Feb Average, Pondicherry, PY
71.9449,1923, Mar Average, Pondicherry, PY
101.738,1923, Apr Average, Pondicherry, PY
