Temperature - (Celsius), Year, Statistics, Country, ISO3
18.6312,1923, Jan Average, Madhya Pradesh, MP
19.8836,1923, Feb Average, Madhya Pradesh, MP
24.9515,1923, Mar Average, Madhya Pradesh, MP
27.8685,1923, Apr Average, Madhya Pradesh, MP
28.1951,1923, May Average, Madhya Pradesh, MP
28.7014,1923, Jun Average, Madhya Pradesh, MP
27.8902,1923, Jul Average, Madhya Pradesh, MP
28.1404,1923, Aug Average, Madhya Pradesh, MP
28.085,1923, Sep Average, Madhya Pradesh, MP
26.1335,1923, Oct Average, Madhya Pradesh, MP
22.9939,1923, Nov Average, Madhya Pradesh, MP
19.4361,1923, Dec Average, Madhya Pradesh, MP
18.4881,1924, Jan Average, Madhya Pradesh, MP
20.5691,1924, Feb Average, Madhya Pradesh, MP
26.6422,1924, Mar Average, Madhya Pradesh, MP
28.7039,1924, Apr Average, Madhya Pradesh, MP
28.2107,1924, May Average, Madhya Pradesh, MP
29.0303,1924, Jun Average, Madhya Pradesh, MP
27.8485,1924, Jul Average, Madhya Pradesh, MP
27.8401,1924, Aug Average, Madhya Pradesh, MP
27.397,1924, Sep Average, Madhya Pradesh, MP
27.2626,1924, Oct Average, Madhya Pradesh, MP
22.7645,1924, Nov Average, Madhya Pradesh, MP
19.0319,1924, Dec Average, Madhya Pradesh, MP
16.9382,1925, Jan Average, Madhya Pradesh, MP
19.0482,1925, Feb Average, Madhya Pradesh, MP
24.7465,1925, Mar Average, Madhya Pradesh, MP
27.0765,1925, Apr Average, Madhya Pradesh, MP
27.1711,1925, May Average, Madhya Pradesh, MP
27.9974,1925, Jun Average, Madhya Pradesh, MP
27.6439,1925, Jul Average, Madhya Pradesh, MP
28.0744,1925, Aug Average, Madhya Pradesh, MP
27.5406,1925, Sep Average, Madhya Pradesh, MP
25.8388,1925, Oct Average, Madhya Pradesh, MP
22.5173,1925, Nov Average, Madhya Pradesh, MP
18.4914,1925, Dec Average, Madhya Pradesh, MP
18.0436,1926, Jan Average, Madhya Pradesh, MP
20.7124,1926, Feb Average, Madhya Pradesh, MP
23.8361,1926, Mar Average, Madhya Pradesh, MP
26.692,1926, Apr Average, Madhya Pradesh, MP
27.8134,1926, May Average, Madhya Pradesh, MP
28.874,1926, Jun Average, Madhya Pradesh, MP
27.8577,1926, Jul Average, Madhya Pradesh, MP
27.9764,1926, Aug Average, Madhya Pradesh, MP
28.0988,1926, Sep Average, Madhya Pradesh, MP
26.6226,1926, Oct Average, Madhya Pradesh, MP
21.9718,1926, Nov Average, Madhya Pradesh, MP
19.622,1926, Dec Average, Madhya Pradesh, MP
18.0251,1927, Jan Average, Madhya Pradesh, MP
19.7421,1927, Feb Average, Madhya Pradesh, MP
23.1684,1927, Mar Average, Madhya Pradesh, MP
27.5302,1927, Apr Average, Madhya Pradesh, MP
27.4235,1927, May Average, Madhya Pradesh, MP
28.3215,1927, Jun Average, Madhya Pradesh, MP
28.2326,1927, Jul Average, Madhya Pradesh, MP
27.9566,1927, Aug Average, Madhya Pradesh, MP
27.6875,1927, Sep Average, Madhya Pradesh, MP
26.8392,1927, Oct Average, Madhya Pradesh, MP
22.7253,1927, Nov Average, Madhya Pradesh, MP
19.4851,1927, Dec Average, Madhya Pradesh, MP
18.5036,1928, Jan Average, Madhya Pradesh, MP
21.1361,1928, Feb Average, Madhya Pradesh, MP
25.5137,1928, Mar Average, Madhya Pradesh, MP
27.8824,1928, Apr Average, Madhya Pradesh, MP
27.8043,1928, May Average, Madhya Pradesh, MP
27.5143,1928, Jun Average, Madhya Pradesh, MP
27.978,1928, Jul Average, Madhya Pradesh, MP
28.1385,1928, Aug Average, Madhya Pradesh, MP
28.4182,1928, Sep Average, Madhya Pradesh, MP
26.5972,1928, Oct Average, Madhya Pradesh, MP
22.4865,1928, Nov Average, Madhya Pradesh, MP
19.461,1928, Dec Average, Madhya Pradesh, MP
18.3725,1929, Jan Average, Madhya Pradesh, MP
19.683,1929, Feb Average, Madhya Pradesh, MP
25.1633,1929, Mar Average, Madhya Pradesh, MP
27.4018,1929, Apr Average, Madhya Pradesh, MP
28.3855,1929, May Average, Madhya Pradesh, MP
28.2485,1929, Jun Average, Madhya Pradesh, MP
27.9211,1929, Jul Average, Madhya Pradesh, MP
27.8708,1929, Aug Average, Madhya Pradesh, MP
27.9973,1929, Sep Average, Madhya Pradesh, MP
26.2202,1929, Oct Average, Madhya Pradesh, MP
22.3896,1929, Nov Average, Madhya Pradesh, MP
18.5883,1929, Dec Average, Madhya Pradesh, MP
17.1308,1930, Jan Average, Madhya Pradesh, MP
20.2585,1930, Feb Average, Madhya Pradesh, MP
24.836,1930, Mar Average, Madhya Pradesh, MP
27.5107,1930, Apr Average, Madhya Pradesh, MP
28.2023,1930, May Average, Madhya Pradesh, MP
27.7208,1930, Jun Average, Madhya Pradesh, MP
28.0704,1930, Jul Average, Madhya Pradesh, MP
27.8828,1930, Aug Average, Madhya Pradesh, MP
28.1845,1930, Sep Average, Madhya Pradesh, MP
26.5011,1930, Oct Average, Madhya Pradesh, MP
22.5794,1930, Nov Average, Madhya Pradesh, MP
18.6454,1930, Dec Average, Madhya Pradesh, MP
19.2912,1931, Jan Average, Madhya Pradesh, MP
20.5581,1931, Feb Average, Madhya Pradesh, MP
24.6265,1931, Mar Average, Madhya Pradesh, MP
28.3371,1931, Apr Average, Madhya Pradesh, MP
27.7868,1931, May Average, Madhya Pradesh, MP
28.8507,1931, Jun Average, Madhya Pradesh, MP
27.7335,1931, Jul Average, Madhya Pradesh, MP
28.6073,1931, Aug Average, Madhya Pradesh, MP
27.6722,1931, Sep Average, Madhya Pradesh, MP
26.9166,1931, Oct Average, Madhya Pradesh, MP
22.3272,1931, Nov Average, Madhya Pradesh, MP
19.425,1931, Dec Average, Madhya Pradesh, MP
18.7903,1932, Jan Average, Madhya Pradesh, MP
19.2857,1932, Feb Average, Madhya Pradesh, MP
25.3485,1932, Mar Average, Madhya Pradesh, MP
27.8492,1932, Apr Average, Madhya Pradesh, MP
27.9615,1932, May Average, Madhya Pradesh, MP
28.2926,1932, Jun Average, Madhya Pradesh, MP
27.9526,1932, Jul Average, Madhya Pradesh, MP
28.0368,1932, Aug Average, Madhya Pradesh, MP
28.1666,1932, Sep Average, Madhya Pradesh, MP
27.2559,1932, Oct Average, Madhya Pradesh, MP
23.2841,1932, Nov Average, Madhya Pradesh, MP
19.3707,1932, Dec Average, Madhya Pradesh, MP
17.267,1933, Jan Average, Madhya Pradesh, MP
20.9302,1933, Feb Average, Madhya Pradesh, MP
25.4578,1933, Mar Average, Madhya Pradesh, MP
26.6786,1933, Apr Average, Madhya Pradesh, MP
27.5726,1933, May Average, Madhya Pradesh, MP
27.705,1933, Jun Average, Madhya Pradesh, MP
27.8826,1933, Jul Average, Madhya Pradesh, MP
27.7244,1933, Aug Average, Madhya Pradesh, MP
28.0191,1933, Sep Average, Madhya Pradesh, MP
26.7932,1933, Oct Average, Madhya Pradesh, MP
22.5782,1933, Nov Average, Madhya Pradesh, MP
19.0815,1933, Dec Average, Madhya Pradesh, MP
17.9754,1934, Jan Average, Madhya Pradesh, MP
20.2944,1934, Feb Average, Madhya Pradesh, MP
25.0594,1934, Mar Average, Madhya Pradesh, MP
27.9356,1934, Apr Average, Madhya Pradesh, MP
28.2405,1934, May Average, Madhya Pradesh, MP
27.5306,1934, Jun Average, Madhya Pradesh, MP
28.1013,1934, Jul Average, Madhya Pradesh, MP
28.0593,1934, Aug Average, Madhya Pradesh, MP
28.4278,1934, Sep Average, Madhya Pradesh, MP
26.2628,1934, Oct Average, Madhya Pradesh, MP
22.1819,1934, Nov Average, Madhya Pradesh, MP
19.0272,1934, Dec Average, Madhya Pradesh, MP
17.6546,1935, Jan Average, Madhya Pradesh, MP
20.6904,1935, Feb Average, Madhya Pradesh, MP
25.3797,1935, Mar Average, Madhya Pradesh, MP
27.3559,1935, Apr Average, Madhya Pradesh, MP
29.3369,1935, May Average, Madhya Pradesh, MP
28.5321,1935, Jun Average, Madhya Pradesh, MP
28.4028,1935, Jul Average, Madhya Pradesh, MP
27.5299,1935, Aug Average, Madhya Pradesh, MP
28.0197,1935, Sep Average, Madhya Pradesh, MP
26.8749,1935, Oct Average, Madhya Pradesh, MP
23.2079,1935, Nov Average, Madhya Pradesh, MP
19.0876,1935, Dec Average, Madhya Pradesh, MP
17.6556,1936, Jan Average, Madhya Pradesh, MP
19.9519,1936, Feb Average, Madhya Pradesh, MP
25.6072,1936, Mar Average, Madhya Pradesh, MP
28.1323,1936, Apr Average, Madhya Pradesh, MP
27.7471,1936, May Average, Madhya Pradesh, MP
27.1586,1936, Jun Average, Madhya Pradesh, MP
27.9088,1936, Jul Average, Madhya Pradesh, MP
28.2978,1936, Aug Average, Madhya Pradesh, MP
27.8549,1936, Sep Average, Madhya Pradesh, MP
26.127,1936, Oct Average, Madhya Pradesh, MP
23.7141,1936, Nov Average, Madhya Pradesh, MP
19.6911,1936, Dec Average, Madhya Pradesh, MP
17.1468,1937, Jan Average, Madhya Pradesh, MP
20.2496,1937, Feb Average, Madhya Pradesh, MP
24.3094,1937, Mar Average, Madhya Pradesh, MP
28.0696,1937, Apr Average, Madhya Pradesh, MP
27.8123,1937, May Average, Madhya Pradesh, MP
28.2435,1937, Jun Average, Madhya Pradesh, MP
28.5889,1937, Jul Average, Madhya Pradesh, MP
27.9099,1937, Aug Average, Madhya Pradesh, MP
28.2349,1937, Sep Average, Madhya Pradesh, MP
26.6222,1937, Oct Average, Madhya Pradesh, MP
22.6849,1937, Nov Average, Madhya Pradesh, MP
19.1976,1937, Dec Average, Madhya Pradesh, MP
19.2664,1938, Jan Average, Madhya Pradesh, MP
19.4212,1938, Feb Average, Madhya Pradesh, MP
26.1933,1938, Mar Average, Madhya Pradesh, MP
29.1067,1938, Apr Average, Madhya Pradesh, MP
27.2286,1938, May Average, Madhya Pradesh, MP
27.6996,1938, Jun Average, Madhya Pradesh, MP
27.7973,1938, Jul Average, Madhya Pradesh, MP
28.1085,1938, Aug Average, Madhya Pradesh, MP
28.5279,1938, Sep Average, Madhya Pradesh, MP
27.2116,1938, Oct Average, Madhya Pradesh, MP
21.8681,1938, Nov Average, Madhya Pradesh, MP
18.9308,1938, Dec Average, Madhya Pradesh, MP
18.9613,1939, Jan Average, Madhya Pradesh, MP
21.0936,1939, Feb Average, Madhya Pradesh, MP
24.8663,1939, Mar Average, Madhya Pradesh, MP
28.8783,1939, Apr Average, Madhya Pradesh, MP
28.411,1939, May Average, Madhya Pradesh, MP
28.1074,1939, Jun Average, Madhya Pradesh, MP
27.7214,1939, Jul Average, Madhya Pradesh, MP
27.9175,1939, Aug Average, Madhya Pradesh, MP
27.7891,1939, Sep Average, Madhya Pradesh, MP
26.6052,1939, Oct Average, Madhya Pradesh, MP
22.8798,1939, Nov Average, Madhya Pradesh, MP
19.4199,1939, Dec Average, Madhya Pradesh, MP
17.8246,1940, Jan Average, Madhya Pradesh, MP
20.392,1940, Feb Average, Madhya Pradesh, MP
23.1225,1940, Mar Average, Madhya Pradesh, MP
27.9876,1940, Apr Average, Madhya Pradesh, MP
27.9565,1940, May Average, Madhya Pradesh, MP
28.3484,1940, Jun Average, Madhya Pradesh, MP
27.8575,1940, Jul Average, Madhya Pradesh, MP
28.2643,1940, Aug Average, Madhya Pradesh, MP
27.9643,1940, Sep Average, Madhya Pradesh, MP
27.0944,1940, Oct Average, Madhya Pradesh, MP
23.9458,1940, Nov Average, Madhya Pradesh, MP
19.7315,1940, Dec Average, Madhya Pradesh, MP
18.4257,1941, Jan Average, Madhya Pradesh, MP
20.9764,1941, Feb Average, Madhya Pradesh, MP
26.2475,1941, Mar Average, Madhya Pradesh, MP
28.4779,1941, Apr Average, Madhya Pradesh, MP
28.3179,1941, May Average, Madhya Pradesh, MP
27.7471,1941, Jun Average, Madhya Pradesh, MP
28.1991,1941, Jul Average, Madhya Pradesh, MP
28.3456,1941, Aug Average, Madhya Pradesh, MP
28.1701,1941, Sep Average, Madhya Pradesh, MP
26.4394,1941, Oct Average, Madhya Pradesh, MP
22.4904,1941, Nov Average, Madhya Pradesh, MP
20.364,1941, Dec Average, Madhya Pradesh, MP
18.5173,1942, Jan Average, Madhya Pradesh, MP
20.887,1942, Feb Average, Madhya Pradesh, MP
25.4426,1942, Mar Average, Madhya Pradesh, MP
27.5847,1942, Apr Average, Madhya Pradesh, MP
28.9374,1942, May Average, Madhya Pradesh, MP
28.9074,1942, Jun Average, Madhya Pradesh, MP
28.4444,1942, Jul Average, Madhya Pradesh, MP
27.8112,1942, Aug Average, Madhya Pradesh, MP
27.5892,1942, Sep Average, Madhya Pradesh, MP
27.0809,1942, Oct Average, Madhya Pradesh, MP
23.8591,1942, Nov Average, Madhya Pradesh, MP
19.2302,1942, Dec Average, Madhya Pradesh, MP
19.4068,1943, Jan Average, Madhya Pradesh, MP
19.539,1943, Feb Average, Madhya Pradesh, MP
24.4346,1943, Mar Average, Madhya Pradesh, MP
26.0894,1943, Apr Average, Madhya Pradesh, MP
28.1733,1943, May Average, Madhya Pradesh, MP
27.9244,1943, Jun Average, Madhya Pradesh, MP
27.8151,1943, Jul Average, Madhya Pradesh, MP
27.7138,1943, Aug Average, Madhya Pradesh, MP
28.1217,1943, Sep Average, Madhya Pradesh, MP
27.0109,1943, Oct Average, Madhya Pradesh, MP
23.7047,1943, Nov Average, Madhya Pradesh, MP
20.2734,1943, Dec Average, Madhya Pradesh, MP
18.4048,1944, Jan Average, Madhya Pradesh, MP
20.1012,1944, Feb Average, Madhya Pradesh, MP
25.0431,1944, Mar Average, Madhya Pradesh, MP
26.5521,1944, Apr Average, Madhya Pradesh, MP
29.1642,1944, May Average, Madhya Pradesh, MP
28.895,1944, Jun Average, Madhya Pradesh, MP
28.2518,1944, Jul Average, Madhya Pradesh, MP
28.3515,1944, Aug Average, Madhya Pradesh, MP
27.9998,1944, Sep Average, Madhya Pradesh, MP
26.8679,1944, Oct Average, Madhya Pradesh, MP
22.9212,1944, Nov Average, Madhya Pradesh, MP
20.3914,1944, Dec Average, Madhya Pradesh, MP
18.2015,1945, Jan Average, Madhya Pradesh, MP
19.3508,1945, Feb Average, Madhya Pradesh, MP
25.7198,1945, Mar Average, Madhya Pradesh, MP
27.5778,1945, Apr Average, Madhya Pradesh, MP
27.8711,1945, May Average, Madhya Pradesh, MP
28.6697,1945, Jun Average, Madhya Pradesh, MP
28.3827,1945, Jul Average, Madhya Pradesh, MP
28.2371,1945, Aug Average, Madhya Pradesh, MP
28.5058,1945, Sep Average, Madhya Pradesh, MP
26.2761,1945, Oct Average, Madhya Pradesh, MP
22.875,1945, Nov Average, Madhya Pradesh, MP
18.7336,1945, Dec Average, Madhya Pradesh, MP
18.7904,1946, Jan Average, Madhya Pradesh, MP
22.2759,1946, Feb Average, Madhya Pradesh, MP
25.2807,1946, Mar Average, Madhya Pradesh, MP
26.1737,1946, Apr Average, Madhya Pradesh, MP
27.7316,1946, May Average, Madhya Pradesh, MP
27.8769,1946, Jun Average, Madhya Pradesh, MP
27.7379,1946, Jul Average, Madhya Pradesh, MP
28.3153,1946, Aug Average, Madhya Pradesh, MP
28.0705,1946, Sep Average, Madhya Pradesh, MP
26.1231,1946, Oct Average, Madhya Pradesh, MP
23.7298,1946, Nov Average, Madhya Pradesh, MP
20.0773,1946, Dec Average, Madhya Pradesh, MP
18.4592,1947, Jan Average, Madhya Pradesh, MP
20.8343,1947, Feb Average, Madhya Pradesh, MP
25.3178,1947, Mar Average, Madhya Pradesh, MP
28.6075,1947, Apr Average, Madhya Pradesh, MP
28.4113,1947, May Average, Madhya Pradesh, MP
28.5211,1947, Jun Average, Madhya Pradesh, MP
28.12,1947, Jul Average, Madhya Pradesh, MP
28.0557,1947, Aug Average, Madhya Pradesh, MP
28.0439,1947, Sep Average, Madhya Pradesh, MP
26.1121,1947, Oct Average, Madhya Pradesh, MP
23.1268,1947, Nov Average, Madhya Pradesh, MP
20.073,1947, Dec Average, Madhya Pradesh, MP
18.8595,1948, Jan Average, Madhya Pradesh, MP
20.5453,1948, Feb Average, Madhya Pradesh, MP
24.3332,1948, Mar Average, Madhya Pradesh, MP
27.3178,1948, Apr Average, Madhya Pradesh, MP
27.2727,1948, May Average, Madhya Pradesh, MP
28.3304,1948, Jun Average, Madhya Pradesh, MP
27.6623,1948, Jul Average, Madhya Pradesh, MP
27.9189,1948, Aug Average, Madhya Pradesh, MP
28.1084,1948, Sep Average, Madhya Pradesh, MP
26.2712,1948, Oct Average, Madhya Pradesh, MP
23.4262,1948, Nov Average, Madhya Pradesh, MP
18.6645,1948, Dec Average, Madhya Pradesh, MP
18.691,1949, Jan Average, Madhya Pradesh, MP
20.196,1949, Feb Average, Madhya Pradesh, MP
24.974,1949, Mar Average, Madhya Pradesh, MP
25.4455,1949, Apr Average, Madhya Pradesh, MP
26.6293,1949, May Average, Madhya Pradesh, MP
27.9464,1949, Jun Average, Madhya Pradesh, MP
27.7579,1949, Jul Average, Madhya Pradesh, MP
27.877,1949, Aug Average, Madhya Pradesh, MP
27.8519,1949, Sep Average, Madhya Pradesh, MP
27.2007,1949, Oct Average, Madhya Pradesh, MP
22.2315,1949, Nov Average, Madhya Pradesh, MP
17.6854,1949, Dec Average, Madhya Pradesh, MP
18.5486,1950, Jan Average, Madhya Pradesh, MP
20.1997,1950, Feb Average, Madhya Pradesh, MP
24.4553,1950, Mar Average, Madhya Pradesh, MP
27.7109,1950, Apr Average, Madhya Pradesh, MP
28.4808,1950, May Average, Madhya Pradesh, MP
27.8493,1950, Jun Average, Madhya Pradesh, MP
27.7724,1950, Jul Average, Madhya Pradesh, MP
27.3795,1950, Aug Average, Madhya Pradesh, MP
28.1418,1950, Sep Average, Madhya Pradesh, MP
26.6353,1950, Oct Average, Madhya Pradesh, MP
22.3076,1950, Nov Average, Madhya Pradesh, MP
19.193,1950, Dec Average, Madhya Pradesh, MP
17.7884,1951, Jan Average, Madhya Pradesh, MP
20.5543,1951, Feb Average, Madhya Pradesh, MP
24.8184,1951, Mar Average, Madhya Pradesh, MP
27.2714,1951, Apr Average, Madhya Pradesh, MP
28.2118,1951, May Average, Madhya Pradesh, MP
28.0756,1951, Jun Average, Madhya Pradesh, MP
27.7922,1951, Jul Average, Madhya Pradesh, MP
28.3824,1951, Aug Average, Madhya Pradesh, MP
28.1077,1951, Sep Average, Madhya Pradesh, MP
27.2955,1951, Oct Average, Madhya Pradesh, MP
23.2622,1951, Nov Average, Madhya Pradesh, MP
20.3254,1951, Dec Average, Madhya Pradesh, MP
18.9548,1952, Jan Average, Madhya Pradesh, MP
21.9137,1952, Feb Average, Madhya Pradesh, MP
24.0828,1952, Mar Average, Madhya Pradesh, MP
27.0739,1952, Apr Average, Madhya Pradesh, MP
27.5969,1952, May Average, Madhya Pradesh, MP
28.4238,1952, Jun Average, Madhya Pradesh, MP
27.7268,1952, Jul Average, Madhya Pradesh, MP
28.033,1952, Aug Average, Madhya Pradesh, MP
27.7437,1952, Sep Average, Madhya Pradesh, MP
26.9695,1952, Oct Average, Madhya Pradesh, MP
23.0584,1952, Nov Average, Madhya Pradesh, MP
19.0419,1952, Dec Average, Madhya Pradesh, MP
17.715,1953, Jan Average, Madhya Pradesh, MP
21.4254,1953, Feb Average, Madhya Pradesh, MP
26.0308,1953, Mar Average, Madhya Pradesh, MP
28.252,1953, Apr Average, Madhya Pradesh, MP
28.0526,1953, May Average, Madhya Pradesh, MP
27.7573,1953, Jun Average, Madhya Pradesh, MP
27.7162,1953, Jul Average, Madhya Pradesh, MP
28.1521,1953, Aug Average, Madhya Pradesh, MP
27.7436,1953, Sep Average, Madhya Pradesh, MP
26.4653,1953, Oct Average, Madhya Pradesh, MP
22.6183,1953, Nov Average, Madhya Pradesh, MP
20.5814,1953, Dec Average, Madhya Pradesh, MP
17.2898,1954, Jan Average, Madhya Pradesh, MP
22.1992,1954, Feb Average, Madhya Pradesh, MP
25.2363,1954, Mar Average, Madhya Pradesh, MP
29.126,1954, Apr Average, Madhya Pradesh, MP
28.893,1954, May Average, Madhya Pradesh, MP
27.2109,1954, Jun Average, Madhya Pradesh, MP
27.8235,1954, Jul Average, Madhya Pradesh, MP
28.0071,1954, Aug Average, Madhya Pradesh, MP
28.1271,1954, Sep Average, Madhya Pradesh, MP
25.7316,1954, Oct Average, Madhya Pradesh, MP
21.666,1954, Nov Average, Madhya Pradesh, MP
19.3207,1954, Dec Average, Madhya Pradesh, MP
17.988,1955, Jan Average, Madhya Pradesh, MP
20.2242,1955, Feb Average, Madhya Pradesh, MP
25.517,1955, Mar Average, Madhya Pradesh, MP
27.234,1955, Apr Average, Madhya Pradesh, MP
28.6394,1955, May Average, Madhya Pradesh, MP
28.1113,1955, Jun Average, Madhya Pradesh, MP
27.3639,1955, Jul Average, Madhya Pradesh, MP
27.6166,1955, Aug Average, Madhya Pradesh, MP
27.976,1955, Sep Average, Madhya Pradesh, MP
27.0494,1955, Oct Average, Madhya Pradesh, MP
23.0927,1955, Nov Average, Madhya Pradesh, MP
18.576,1955, Dec Average, Madhya Pradesh, MP
18.2806,1956, Jan Average, Madhya Pradesh, MP
19.802,1956, Feb Average, Madhya Pradesh, MP
25.3792,1956, Mar Average, Madhya Pradesh, MP
27.949,1956, Apr Average, Madhya Pradesh, MP
28.0995,1956, May Average, Madhya Pradesh, MP
27.1197,1956, Jun Average, Madhya Pradesh, MP
27.6612,1956, Jul Average, Madhya Pradesh, MP
27.9301,1956, Aug Average, Madhya Pradesh, MP
27.6135,1956, Sep Average, Madhya Pradesh, MP
26.8891,1956, Oct Average, Madhya Pradesh, MP
22.9846,1956, Nov Average, Madhya Pradesh, MP
19.3905,1956, Dec Average, Madhya Pradesh, MP
18.6476,1957, Jan Average, Madhya Pradesh, MP
19.5143,1957, Feb Average, Madhya Pradesh, MP
24.0236,1957, Mar Average, Madhya Pradesh, MP
28.3691,1957, Apr Average, Madhya Pradesh, MP
29.2739,1957, May Average, Madhya Pradesh, MP
28.4367,1957, Jun Average, Madhya Pradesh, MP
28.0674,1957, Jul Average, Madhya Pradesh, MP
28.4941,1957, Aug Average, Madhya Pradesh, MP
28.1995,1957, Sep Average, Madhya Pradesh, MP
26.4778,1957, Oct Average, Madhya Pradesh, MP
22.6556,1957, Nov Average, Madhya Pradesh, MP
19.6706,1957, Dec Average, Madhya Pradesh, MP
19.7673,1958, Jan Average, Madhya Pradesh, MP
20.7237,1958, Feb Average, Madhya Pradesh, MP
25.5715,1958, Mar Average, Madhya Pradesh, MP
28.5818,1958, Apr Average, Madhya Pradesh, MP
28.8361,1958, May Average, Madhya Pradesh, MP
29.4177,1958, Jun Average, Madhya Pradesh, MP
28.4789,1958, Jul Average, Madhya Pradesh, MP
27.9477,1958, Aug Average, Madhya Pradesh, MP
28.3228,1958, Sep Average, Madhya Pradesh, MP
27.4873,1958, Oct Average, Madhya Pradesh, MP
23.6633,1958, Nov Average, Madhya Pradesh, MP
20.1148,1958, Dec Average, Madhya Pradesh, MP
18.5213,1959, Jan Average, Madhya Pradesh, MP
19.8572,1959, Feb Average, Madhya Pradesh, MP
24.6577,1959, Mar Average, Madhya Pradesh, MP
28.165,1959, Apr Average, Madhya Pradesh, MP
28.2968,1959, May Average, Madhya Pradesh, MP
28.168,1959, Jun Average, Madhya Pradesh, MP
28.0668,1959, Jul Average, Madhya Pradesh, MP
27.9072,1959, Aug Average, Madhya Pradesh, MP
27.3399,1959, Sep Average, Madhya Pradesh, MP
26.1549,1959, Oct Average, Madhya Pradesh, MP
22.3988,1959, Nov Average, Madhya Pradesh, MP
19.419,1959, Dec Average, Madhya Pradesh, MP
18.0893,1960, Jan Average, Madhya Pradesh, MP
22.1152,1960, Feb Average, Madhya Pradesh, MP
23.957,1960, Mar Average, Madhya Pradesh, MP
29.2185,1960, Apr Average, Madhya Pradesh, MP
29.2217,1960, May Average, Madhya Pradesh, MP
28.6191,1960, Jun Average, Madhya Pradesh, MP
27.5236,1960, Jul Average, Madhya Pradesh, MP
28.4533,1960, Aug Average, Madhya Pradesh, MP
27.8695,1960, Sep Average, Madhya Pradesh, MP
26.882,1960, Oct Average, Madhya Pradesh, MP
22.4092,1960, Nov Average, Madhya Pradesh, MP
19.7958,1960, Dec Average, Madhya Pradesh, MP
19.0652,1961, Jan Average, Madhya Pradesh, MP
19.0658,1961, Feb Average, Madhya Pradesh, MP
26.0556,1961, Mar Average, Madhya Pradesh, MP
28.555,1961, Apr Average, Madhya Pradesh, MP
28.4711,1961, May Average, Madhya Pradesh, MP
27.9452,1961, Jun Average, Madhya Pradesh, MP
28.0834,1961, Jul Average, Madhya Pradesh, MP
28.2561,1961, Aug Average, Madhya Pradesh, MP
27.8613,1961, Sep Average, Madhya Pradesh, MP
26.8185,1961, Oct Average, Madhya Pradesh, MP
22.0269,1961, Nov Average, Madhya Pradesh, MP
17.5351,1961, Dec Average, Madhya Pradesh, MP
17.0844,1962, Jan Average, Madhya Pradesh, MP
20.6306,1962, Feb Average, Madhya Pradesh, MP
25.1073,1962, Mar Average, Madhya Pradesh, MP
28.0974,1962, Apr Average, Madhya Pradesh, MP
27.9313,1962, May Average, Madhya Pradesh, MP
27.9382,1962, Jun Average, Madhya Pradesh, MP
28.6468,1962, Jul Average, Madhya Pradesh, MP
27.8838,1962, Aug Average, Madhya Pradesh, MP
28.3854,1962, Sep Average, Madhya Pradesh, MP
26.4392,1962, Oct Average, Madhya Pradesh, MP
22.4533,1962, Nov Average, Madhya Pradesh, MP
19.1662,1962, Dec Average, Madhya Pradesh, MP
17.7822,1963, Jan Average, Madhya Pradesh, MP
21.9651,1963, Feb Average, Madhya Pradesh, MP
24.9482,1963, Mar Average, Madhya Pradesh, MP
26.9333,1963, Apr Average, Madhya Pradesh, MP
27.1739,1963, May Average, Madhya Pradesh, MP
27.9536,1963, Jun Average, Madhya Pradesh, MP
28.0948,1963, Jul Average, Madhya Pradesh, MP
28.296,1963, Aug Average, Madhya Pradesh, MP
28.4266,1963, Sep Average, Madhya Pradesh, MP
26.5765,1963, Oct Average, Madhya Pradesh, MP
22.9553,1963, Nov Average, Madhya Pradesh, MP
19.7094,1963, Dec Average, Madhya Pradesh, MP
17.9709,1964, Jan Average, Madhya Pradesh, MP
21.1238,1964, Feb Average, Madhya Pradesh, MP
26.2558,1964, Mar Average, Madhya Pradesh, MP
27.2635,1964, Apr Average, Madhya Pradesh, MP
27.8866,1964, May Average, Madhya Pradesh, MP
28.2793,1964, Jun Average, Madhya Pradesh, MP
27.3133,1964, Jul Average, Madhya Pradesh, MP
28.2281,1964, Aug Average, Madhya Pradesh, MP
28.1808,1964, Sep Average, Madhya Pradesh, MP
27.1473,1964, Oct Average, Madhya Pradesh, MP
23.5157,1964, Nov Average, Madhya Pradesh, MP
19.7899,1964, Dec Average, Madhya Pradesh, MP
18.6764,1965, Jan Average, Madhya Pradesh, MP
20.4685,1965, Feb Average, Madhya Pradesh, MP
23.8589,1965, Mar Average, Madhya Pradesh, MP
27.4561,1965, Apr Average, Madhya Pradesh, MP
28.676,1965, May Average, Madhya Pradesh, MP
28.0528,1965, Jun Average, Madhya Pradesh, MP
27.5588,1965, Jul Average, Madhya Pradesh, MP
27.1909,1965, Aug Average, Madhya Pradesh, MP
27.7401,1965, Sep Average, Madhya Pradesh, MP
26.5774,1965, Oct Average, Madhya Pradesh, MP
23.1994,1965, Nov Average, Madhya Pradesh, MP
19.7873,1965, Dec Average, Madhya Pradesh, MP
18.4824,1966, Jan Average, Madhya Pradesh, MP
22.1565,1966, Feb Average, Madhya Pradesh, MP
25.1246,1966, Mar Average, Madhya Pradesh, MP
28.5128,1966, Apr Average, Madhya Pradesh, MP
29.1766,1966, May Average, Madhya Pradesh, MP
27.728,1966, Jun Average, Madhya Pradesh, MP
